Date,GSCPI
31-May-2013,-0.869410720986716
30-Jun-2013,-0.676055350949884
31-Jul-2013,-0.667880118403916
31-Aug-2013,-0.582070056357286
30-Sep-2013,-0.291944977603559
31-Oct-2013,-0.204275871831694
30-Nov-2013,-0.708316355908747
31-Dec-2013,-0.51064733683919
31-Jan-2014,-0.654602922477301
28-Feb-2014,-0.293304870324411
31-Mar-2014,-0.629365447213742
30-Apr-2014,-0.820565096291432
31-May-2014,-0.833271585479305
30-Jun-2014,-0.703160926489864
31-Jul-2014,-0.825766478830345
31-Aug-2014,-0.64457844984737
30-Sep-2014,-0.828498452868048
31-Oct-2014,-0.608307713376761
30-Nov-2014,-0.995354018537803
31-Dec-2014,-0.418433482089711
31-Jan-2015,-0.524144506831253
28-Feb-2015,-0.335663982038341
31-Mar-2015,-0.404190913670303
30-Apr-2015,-0.366803185735082
31-May-2015,-0.56860633760523
30-Jun-2015,-0.881997817558832
31-Jul-2015,-0.429231411837304
31-Aug-2015,-0.700710761133207
30-Sep-2015,-0.411585299060806
31-Oct-2015,-0.249812761538108
30-Nov-2015,-0.657656087150879
31-Dec-2015,-0.619896063613014
31-Jan-2016,-0.811892100995685
29-Feb-2016,-0.756525678591709
31-Mar-2016,-0.657753264069216
30-Apr-2016,-0.274824143769736
31-May-2016,-0.728510793014152
30-Jun-2016,-0.295955923937218
31-Jul-2016,-0.178645959507131
31-Aug-2016,0.0878126167352204
30-Sep-2016,-0.300232115170289
31-Oct-2016,-0.0715507920693434
30-Nov-2016,-0.326982776510924
31-Dec-2016,-0.241728271665865
31-Jan-2017,0.156223144388935
28-Feb-2017,0.149776598446379
31-Mar-2017,0.070682326888946
30-Apr-2017,0.00357863857178497
31-May-2017,-0.158137212760919
30-Jun-2017,0.0796657738175404
31-Jul-2017,0.0786214026652812
31-Aug-2017,0.379873973612244
30-Sep-2017,0.532302722303492
31-Oct-2017,0.771654652869356
30-Nov-2017,0.804516161888413
31-Dec-2017,0.668653006478495
31-Jan-2018,0.569905238215193
28-Feb-2018,0.0488492945169877
31-Mar-2018,0.431008057234236
30-Apr-2018,0.505004465881438
31-May-2018,0.365787131337363
30-Jun-2018,0.418478931955037
31-Jul-2018,0.427110659712382
31-Aug-2018,0.524333634910399
30-Sep-2018,0.460043045864681
31-Oct-2018,0.522839874226259
30-Nov-2018,0.450744736642409
31-Dec-2018,0.460575695791262
31-Jan-2019,0.511586363108298
28-Feb-2019,0.142716524328394
31-Mar-2019,0.217248587926675
30-Apr-2019,0.0119362812838251
31-May-2019,-0.62512551145633
30-Jun-2019,-0.471666708647153
31-Jul-2019,-0.454657611933504
31-Aug-2019,-0.29670925119719
30-Sep-2019,0.127318938631744
31-Oct-2019,0.0802450153894458
30-Nov-2019,0.140625569494536
31-Dec-2019,0.0346664056463805
31-Jan-2020,0.0595700447168906
29-Feb-2020,1.24655258842226
31-Mar-2020,2.62111716207327
30-Apr-2020,3.34896369754062
31-May-2020,2.56434935022582
30-Jun-2020,2.26983534247121
31-Jul-2020,2.9463429696703
31-Aug-2020,1.46374848375497
30-Sep-2020,0.613473651467559
31-Oct-2020,0.0985538427580315
30-Nov-2020,0.75440524563519
31-Dec-2020,1.68838727006816
31-Jan-2021,1.33300480689737
28-Feb-2021,1.95485650076307
31-Mar-2021,2.27446365853709
30-Apr-2021,2.75821184660105
31-May-2021,3.04144089950248
30-Jun-2021,2.77022732834143
31-Jul-2021,2.95456401327773
31-Aug-2021,3.33050200067228
30-Sep-2021,3.39132003701555
31-Oct-2021,3.9390951864302
30-Nov-2021,4.35338407253985
31-Dec-2021,4.43690679108228
31-Jan-2022,3.72043113475671
28-Feb-2022,2.81025447244555
31-Mar-2022,2.86215965574662
30-Apr-2022,3.54304690028982
31-May-2022,2.75547321856262
30-Jun-2022,2.4302400037327
31-Jul-2022,1.8458060964111
31-Aug-2022,1.5312038211357
30-Sep-2022,1.02799189298498
31-Oct-2022,1.12248231403225
30-Nov-2022,1.27417178741971
31-Dec-2022,1.33927513031261
31-Jan-2023,1.08215770041947
28-Feb-2023,-0.22507118250818
31-Mar-2023,-1.16350398852012
30-Apr-2023,-1.31029052394054
31-May-2023,-1.57530283464028
30-Jun-2023,-1.10226643582879
31-Jul-2023,-0.919084555424934
31-Aug-2023,-1.08246624392523
30-Sep-2023,-0.652832799589649
31-Oct-2023,-0.37674968860127
30-Nov-2023,0.170483957852754
31-Dec-2023,-0.160212622171563
31-Jan-2024,-0.347777144260337
29-Feb-2024,-0.194003647244175
31-Mar-2024,-0.358731289659734
30-Apr-2024,-0.963733749939413
31-May-2024,-0.586727580785242
30-Jun-2024,-0.354309639427398
31-Jul-2024,-0.0541046869864315
31-Aug-2024,0.214056303307805
30-Sep-2024,0.106006041323228
31-Oct-2024,-0.37590647415226
30-Nov-2024,-0.290397691536768
31-Dec-2024,-0.274403310790598
31-Jan-2025,-0.187295447837567
28-Feb-2025,-0.00351499751823413
31-Mar-2025,-0.186074414407727
30-Apr-2025,-0.239936408898293
31-May-2025,0.290259965095923
30-Jun-2025,0.0960474509357157
31-Jul-2025,0.0268954926529241
31-Aug-2025,-0.0814606730931714
30-Sep-2025,-0.0172736695353351
31-Oct-2025,-0.0724402570196695
30-Nov-2025,-0.122682195776032
31-Dec-2025,0.577340674513997
31-Jan-2026,0.45405730606685
28-Feb-2026,0.566296689729454
31-Mar-2026,0.71275640498882
30-Apr-2026,1.8368879503044
31-May-2026,1.81015121975566
30-Jun-2026,1.2494016683022
